payment_id,order_id,payment_method,payment_status,payment_amount
P02378,O02378,UPI,Completed,503.73
P02379,O02379,Credit Card,Completed,1414.83
P02380,O02380,Credit Card,Completed,564.82
P02381,O02381,Debit Card,Completed,1892.66
P02382,O02382,UPI,Completed,798.47
P02383,O02383,UPI,Completed,1362.82
P02384,O02384,Credit Card,Completed,755.97
P02385,O02385,Credit Card,Failed,1633.77
P02386,O02386,UPI,Completed,1804.15
P02387,O02387,Credit Card,Completed,1597.04
P02388,O02388,UPI,Completed,1712.15
P02389,O02389,UPI,Completed,293.57
P02390,O02390,Credit Card,Completed,1855.72
P02391,O02391,Cash,Completed,1286.17
P02392,O02392,Credit Card,Completed,1751.51
P02393,O02393,UPI,Completed,1400.43
P02394,O02394,Debit Card,Completed,483.51
P02395,O02395,UPI,Failed,1258.15
P02396,O02396,Cash,Completed,272.8
P02397,O02397,UPI,Completed,1421.87
P02398,O02398,Credit Card,Completed,877.1
P02399,O02399,UPI,Completed,388.29
P02400,O02400,UPI,Completed,1960.54
P02401,O02401,Cash,Completed,1812.06
P02402,O02402,Credit Card,Failed,1797.73
P02403,O02403,UPI,Completed,1598.76
P02404,O02404,Credit Card,Completed,1414.76
P02405,O02405,UPI,Completed,1344.65
P02406,O02406,UPI,Completed,301.58
P02407,O02407,UPI,Completed,1811.08
P02408,O02408,UPI,Completed,1774.14
P02409,O02409,Credit Card,Completed,1520.92
P02410,O02410,UPI,Completed,1861.9
P02411,O02411,Credit Card,Completed,1150.86
P02412,O02412,Debit Card,Refunded,950.52
P02413,O02413,UPI,Completed,1939.1
P02414,O02414,Cash,Completed,981.85
P02415,O02415,Credit Card,Completed,1318.52
P02416,O02416,UPI,Completed,808.82
P02417,O02417,UPI,Completed,1309.02
P02418,O02418,Credit Card,Completed,1468.19
P02419,O02419,UPI,Completed,1286.85
P02420,O02420,UPI,Refunded,1077.67
P02421,O02421,Debit Card,Completed,670.21
P02422,O02422,Debit Card,Completed,1323.31
P02423,O02423,UPI,Completed,1826.01
P02424,O02424,Credit Card,Completed,113.13
P02425,O02425,UPI,Completed,354.47
P02426,O02426,UPI,Completed,327.57
P02427,O02427,UPI,Completed,1854.09
P02428,O02428,Debit Card,Completed,1359.22
P02429,O02429,UPI,Completed,1908.4
P02430,O02430,Credit Card,Completed,1207.35
P02431,O02431,Debit Card,Completed,977.29
P02432,O02432,Credit Card,Completed,1605.45
P02433,O02433,Credit Card,Completed,405.79
P02434,O02434,Credit Card,Completed,824.54
P02435,O02435,Credit Card,Completed,985.92
P02436,O02436,Credit Card,Completed,667.07
P02437,O02437,Credit Card,Completed,805.44
P02438,O02438,Debit Card,Completed,248.4
P02439,O02439,Credit Card,Completed,476.17
P02440,O02440,Credit Card,Completed,737.44
P02441,O02441,Credit Card,Completed,1612.19
P02442,O02442,Credit Card,Completed,446.74
P02443,O02443,Credit Card,Completed,758.62
P02444,O02444,UPI,Completed,223.35
P02445,O02445,Debit Card,Completed,1158.5
P02446,O02446,Credit Card,Completed,1261.38
P02447,O02447,UPI,Completed,1744.48
P02448,O02448,UPI,Completed,1656.32
P02449,O02449,UPI,Completed,642.22
P02450,O02450,Credit Card,Completed,360.21
P02451,O02451,Cash,Completed,396.56
P02452,O02452,Cash,Completed,1941.03
P02453,O02453,UPI,Completed,1379.13
P02454,O02454,UPI,Completed,180.88
P02455,O02455,Credit Card,Completed,359.88
P02456,O02456,UPI,Completed,1023.02
P02457,O02457,UPI,Completed,494.87
P02458,O02458,UPI,Failed,1626.95
P02459,O02459,UPI,Refunded,1189.11
P02460,O02460,Credit Card,Completed,1264.0
P02461,O02461,UPI,Completed,979.37
P02462,O02462,Debit Card,Completed,586.52
P02463,O02463,Credit Card,Completed,1219.87
P02464,O02464,UPI,Completed,1462.24
P02465,O02465,Credit Card,Completed,804.8
P02466,O02466,Debit Card,Completed,1059.39
P02467,O02467,Credit Card,Failed,1695.4
P02468,O02468,UPI,Refunded,382.5
P02469,O02469,Cash,Completed,1135.93
P02470,O02470,Credit Card,Completed,761.98
P02471,O02471,Credit Card,Completed,1435.31
P02472,O02472,Debit Card,Completed,135.74
P02473,O02473,Credit Card,Completed,1373.9
P02474,O02474,UPI,Completed,295.51
P02475,O02475,Credit Card,Completed,223.06
P02476,O02476,UPI,Completed,1476.78
P02477,O02477,UPI,Completed,1316.65
P02478,O02478,UPI,Completed,1800.38
P02479,O02479,Cash,Completed,1087.34
P02480,O02480,UPI,Completed,1107.05
P02481,O02481,Credit Card,Completed,1443.33
P02482,O02482,Cash,Completed,714.46
P02483,O02483,UPI,Completed,170.13
P02484,O02484,Debit Card,Refunded,537.09
P02485,O02485,Credit Card,Completed,552.23
P02486,O02486,UPI,Completed,737.75
P02487,O02487,Debit Card,Completed,1892.58
P02488,O02488,UPI,Completed,1629.2
P02489,O02489,UPI,Completed,1878.32
P02490,O02490,UPI,Completed,1997.36
P02491,O02491,Debit Card,Completed,924.18
P02492,O02492,UPI,Completed,531.44
P02493,O02493,UPI,Refunded,1164.01
P02494,O02494,Cash,Completed,1774.16
P02495,O02495,UPI,Completed,984.89
P02496,O02496,UPI,Refunded,1060.26
P02497,O02497,UPI,Completed,355.43
P02498,O02498,UPI,Completed,898.87
P02499,O02499,UPI,Completed,835.29
P02500,O02500,Debit Card,Completed,768.21
P02501,O02501,Debit Card,Completed,1785.87
P02502,O02502,Debit Card,Completed,212.67
P02503,O02503,UPI,Completed,1947.08
P02504,O02504,UPI,Completed,115.67
P02505,O02505,Cash,Completed,1896.63
P02506,O02506,UPI,Completed,1141.29
P02507,O02507,Debit Card,Completed,1434.65
P02508,O02508,UPI,Completed,455.55
P02509,O02509,UPI,Completed,1343.0
P02510,O02510,UPI,Completed,1775.72
P02511,O02511,UPI,Completed,365.01
P02512,O02512,UPI,Completed,341.46
P02513,O02513,UPI,Completed,677.56
P02514,O02514,UPI,Failed,407.28
P02515,O02515,Credit Card,Completed,310.23
P02516,O02516,UPI,Completed,1388.81
P02517,O02517,Credit Card,Completed,506.27
P02518,O02518,Debit Card,Failed,1367.33
P02519,O02519,UPI,Completed,1737.67
P02520,O02520,UPI,Completed,1338.85
P02521,O02521,Credit Card,Completed,326.8
P02522,O02522,UPI,Completed,1189.8
P02523,O02523,UPI,Completed,847.89
P02524,O02524,Debit Card,Completed,752.4
P02525,O02525,Debit Card,Completed,705.21
P02526,O02526,UPI,Completed,1865.92
P02527,O02527,Debit Card,Completed,1510.76
P02528,O02528,UPI,Completed,354.31
P02529,O02529,UPI,Completed,1004.41
P02530,O02530,UPI,Completed,704.62
P02531,O02531,UPI,Completed,1958.08
P02532,O02532,UPI,Completed,1958.26
P02533,O02533,Debit Card,Completed,707.12
P02534,O02534,Credit Card,Completed,769.01
P02535,O02535,UPI,Completed,1238.89
P02536,O02536,UPI,Completed,1010.68
P02537,O02537,Cash,Completed,504.89
P02538,O02538,Cash,Completed,1354.78
P02539,O02539,Credit Card,Completed,734.84
P02540,O02540,Credit Card,Completed,1342.06
P02541,O02541,Credit Card,Completed,828.99
P02542,O02542,UPI,Completed,1430.4
P02543,O02543,UPI,Completed,1368.82
P02544,O02544,Credit Card,Completed,1066.74
P02545,O02545,Debit Card,Refunded,1439.01
P02546,O02546,UPI,Completed,975.83
P02547,O02547,Credit Card,Completed,320.66
P02548,O02548,UPI,Failed,446.0
P02549,O02549,UPI,Completed,567.39
P02550,O02550,UPI,Completed,220.13
P02551,O02551,Debit Card,Completed,1451.62
P02552,O02552,Debit Card,Completed,798.04
P02553,O02553,Credit Card,Completed,277.69
P02554,O02554,Credit Card,Completed,1657.92
P02555,O02555,Debit Card,Completed,1398.94
P02556,O02556,Debit Card,Completed,959.23
P02557,O02557,UPI,Completed,570.11
P02558,O02558,Debit Card,Failed,388.32
P02559,O02559,Debit Card,Completed,970.91
P02560,O02560,UPI,Completed,1781.97
P02561,O02561,Cash,Completed,457.95
P02562,O02562,UPI,Completed,1180.45
P02563,O02563,Credit Card,Completed,1927.2
P02564,O02564,Debit Card,Completed,1310.52
P02565,O02565,Cash,Completed,935.93
P02566,O02566,UPI,Completed,1461.11
P02567,O02567,Debit Card,Completed,1666.7
P02568,O02568,UPI,Completed,1221.98
P02569,O02569,UPI,Completed,1756.48
P02570,O02570,Credit Card,Completed,1077.72
P02571,O02571,Debit Card,Completed,1677.06
P02572,O02572,Credit Card,Completed,1908.84
P02573,O02573,Credit Card,Completed,1052.36
P02574,O02574,UPI,Completed,1249.5
P02575,O02575,Credit Card,Completed,1257.99
P02576,O02576,Debit Card,Completed,1584.73
P02577,O02577,Debit Card,Completed,1663.64
P02578,O02578,Debit Card,Completed,151.74
P02579,O02579,UPI,Completed,1493.38
P02580,O02580,Credit Card,Completed,1589.25
P02581,O02581,UPI,Completed,1430.82
P02582,O02582,Cash,Completed,1456.02
P02583,O02583,UPI,Completed,178.67
P02584,O02584,UPI,Failed,939.87
P02585,O02585,Debit Card,Refunded,1654.54
P02586,O02586,Debit Card,Completed,1874.61
P02587,O02587,Credit Card,Completed,535.99
P02588,O02588,UPI,Refunded,1200.47
P02589,O02589,UPI,Completed,1628.23
P02590,O02590,Credit Card,Completed,1529.57
P02591,O02591,Cash,Completed,1275.89
P02592,O02592,Debit Card,Completed,135.51
P02593,O02593,UPI,Completed,1475.38
P02594,O02594,UPI,Completed,1569.16
P02595,O02595,Cash,Completed,1473.41
P02596,O02596,Credit Card,Completed,1555.04
P02597,O02597,Debit Card,Completed,918.74
P02598,O02598,UPI,Completed,1988.13
P02599,O02599,Credit Card,Failed,1564.5
P02600,O02600,UPI,Completed,1199.49
P02601,O02601,Debit Card,Completed,1874.96
P02602,O02602,Credit Card,Completed,1825.58
P02603,O02603,Debit Card,Completed,1647.68
P02604,O02604,UPI,Completed,1171.02
P02605,O02605,UPI,Refunded,1101.49
P02606,O02606,UPI,Completed,724.55
P02607,O02607,UPI,Completed,576.67
P02608,O02608,UPI,Completed,1073.48
P02609,O02609,Credit Card,Completed,1197.79
P02610,O02610,Cash,Completed,564.6
P02611,O02611,Cash,Refunded,1852.94
P02612,O02612,Credit Card,Completed,1158.82
P02613,O02613,Credit Card,Completed,1100.36
P02614,O02614,Credit Card,Completed,927.71
P02615,O02615,Cash,Completed,210.34
P02616,O02616,UPI,Completed,1776.56
P02617,O02617,Credit Card,Completed,702.29
P02618,O02618,Credit Card,Completed,1320.67
P02619,O02619,Cash,Completed,1254.12
P02620,O02620,UPI,Completed,1210.52
P02621,O02621,UPI,Completed,1098.85
P02622,O02622,Debit Card,Completed,444.74
P02623,O02623,UPI,Completed,633.15
P02624,O02624,UPI,Completed,1095.96
P02625,O02625,UPI,Completed,1599.75
P02626,O02626,UPI,Completed,920.78
P02627,O02627,UPI,Completed,487.45
P02628,O02628,UPI,Completed,267.09
P02629,O02629,Debit Card,Completed,1359.72
P02630,O02630,Credit Card,Completed,904.35
P02631,O02631,Debit Card,Completed,338.2
P02632,O02632,Credit Card,Completed,1381.49
P02633,O02633,Debit Card,Completed,494.4
P02634,O02634,UPI,Completed,1067.13
P02635,O02635,Debit Card,Completed,681.76
P02636,O02636,Debit Card,Completed,1870.21
P02637,O02637,UPI,Completed,533.75
P02638,O02638,UPI,Completed,897.85
P02639,O02639,Debit Card,Completed,1923.04
P02640,O02640,UPI,Completed,705.58
P02641,O02641,Credit Card,Completed,1324.73
P02642,O02642,Cash,Completed,701.78
P02643,O02643,Debit Card,Completed,310.28
P02644,O02644,Cash,Completed,1292.34
P02645,O02645,UPI,Completed,1840.46
P02646,O02646,Credit Card,Completed,959.87
P02647,O02647,UPI,Completed,1289.74
P02648,O02648,UPI,Completed,1256.91
P02649,O02649,Credit Card,Completed,888.67
P02650,O02650,Cash,Completed,1268.3
P02651,O02651,Credit Card,Completed,592.7
P02652,O02652,Cash,Completed,818.27
P02653,O02653,UPI,Completed,940.41
P02654,O02654,Credit Card,Failed,1741.62
P02655,O02655,Credit Card,Completed,761.83
P02656,O02656,UPI,Completed,1306.76
P02657,O02657,UPI,Completed,505.47
P02658,O02658,Cash,Completed,579.88
P02659,O02659,Credit Card,Completed,1332.01
P02660,O02660,Cash,Completed,1548.39
P02661,O02661,UPI,Completed,978.02
P02662,O02662,UPI,Completed,736.69
P02663,O02663,Credit Card,Completed,1829.52
P02664,O02664,UPI,Completed,358.03
P02665,O02665,Credit Card,Completed,1469.36
P02666,O02666,Cash,Completed,1411.32
P02667,O02667,UPI,Completed,1411.47
P02668,O02668,Cash,Completed,1877.3
P02669,O02669,Credit Card,Completed,1483.56
P02670,O02670,Credit Card,Completed,672.97
P02671,O02671,UPI,Failed,771.48
P02672,O02672,Credit Card,Completed,843.11
P02673,O02673,UPI,Completed,158.54
P02674,O02674,UPI,Completed,1835.67
P02675,O02675,Debit Card,Completed,239.75
P02676,O02676,UPI,Completed,1429.61
P02677,O02677,Debit Card,Completed,1487.31
P02678,O02678,Credit Card,Completed,1703.06
P02679,O02679,UPI,Completed,1151.39
P02680,O02680,Debit Card,Completed,1478.0
P02681,O02681,Credit Card,Completed,675.17
P02682,O02682,UPI,Completed,1516.61
P02683,O02683,Credit Card,Completed,752.49
P02684,O02684,Cash,Completed,1815.39
P02685,O02685,Debit Card,Completed,410.43
P02686,O02686,UPI,Completed,699.94
P02687,O02687,UPI,Completed,1047.66
P02688,O02688,Debit Card,Completed,1574.12
P02689,O02689,UPI,Completed,1522.72
P02690,O02690,UPI,Completed,500.36
P02691,O02691,Debit Card,Completed,374.05
P02692,O02692,Credit Card,Completed,677.54
P02693,O02693,Debit Card,Completed,1019.13
P02694,O02694,Credit Card,Completed,1124.11
P02695,O02695,UPI,Completed,915.36
P02696,O02696,UPI,Completed,1359.87
P02697,O02697,Cash,Completed,912.36
P02698,O02698,Debit Card,Failed,1898.03
P02699,O02699,Credit Card,Completed,595.84
P02700,O02700,Debit Card,Completed,1292.01
P02701,O02701,Cash,Completed,1261.62
P02702,O02702,Debit Card,Completed,634.99
P02703,O02703,Credit Card,Completed,882.21
P02704,O02704,UPI,Completed,794.4
P02705,O02705,UPI,Completed,427.75
P02706,O02706,UPI,Completed,1006.86
P02707,O02707,UPI,Completed,834.66
P02708,O02708,Cash,Completed,438.8
P02709,O02709,UPI,Failed,954.77
P02710,O02710,UPI,Completed,901.5
P02711,O02711,UPI,Failed,349.59
P02712,O02712,Debit Card,Completed,349.26
P02713,O02713,Credit Card,Completed,1330.26
P02714,O02714,Debit Card,Completed,1442.5
P02715,O02715,UPI,Completed,1888.24
P02716,O02716,Credit Card,Completed,265.31
P02717,O02717,Debit Card,Completed,323.94
P02718,O02718,Debit Card,Completed,198.45
P02719,O02719,UPI,Completed,1111.23
P02720,O02720,Debit Card,Completed,1283.22
P02721,O02721,Debit Card,Completed,866.69
P02722,O02722,UPI,Completed,1616.01
P02723,O02723,UPI,Completed,1404.73
P02724,O02724,Debit Card,Completed,1973.1
P02725,O02725,UPI,Completed,362.0
P02726,O02726,Cash,Completed,210.8
P02727,O02727,UPI,Failed,622.13
P02728,O02728,UPI,Completed,136.2
P02729,O02729,UPI,Completed,1871.96
P02730,O02730,Debit Card,Completed,677.51
P02731,O02731,Debit Card,Completed,1149.62
P02732,O02732,Cash,Completed,704.33
P02733,O02733,Debit Card,Completed,567.04
P02734,O02734,UPI,Completed,389.49
P02735,O02735,Debit Card,Completed,708.7
P02736,O02736,UPI,Completed,1269.3
P02737,O02737,Cash,Completed,1946.08
P02738,O02738,Debit Card,Completed,1160.37
P02739,O02739,UPI,Completed,1112.15
P02740,O02740,Debit Card,Completed,167.0
P02741,O02741,UPI,Completed,1696.19
P02742,O02742,Credit Card,Completed,185.2
P02743,O02743,UPI,Completed,1821.84
P02744,O02744,UPI,Completed,1123.48
P02745,O02745,UPI,Completed,420.09
P02746,O02746,Credit Card,Completed,958.24
P02747,O02747,Credit Card,Completed,1990.47
P02748,O02748,Debit Card,Completed,679.66
P02749,O02749,UPI,Completed,611.97
P02750,O02750,Debit Card,Completed,324.21
P02751,O02751,Credit Card,Completed,1234.57
P02752,O02752,Credit Card,Failed,269.53
P02753,O02753,UPI,Completed,1555.42
P02754,O02754,Cash,Completed,1846.52
P02755,O02755,UPI,Completed,1870.56
P02756,O02756,UPI,Completed,305.04
P02757,O02757,Debit Card,Completed,1160.7
P02758,O02758,UPI,Completed,284.51
P02759,O02759,Debit Card,Completed,1186.83
P02760,O02760,Cash,Refunded,1648.46
P02761,O02761,UPI,Completed,1121.8
P02762,O02762,UPI,Completed,1756.9
P02763,O02763,UPI,Completed,1623.18
P02764,O02764,UPI,Completed,625.44
P02765,O02765,UPI,Completed,1297.19
P02766,O02766,Credit Card,Completed,114.08
P02767,O02767,Debit Card,Completed,852.48
P02768,O02768,Credit Card,Completed,552.12
P02769,O02769,Debit Card,Completed,1880.52
P02770,O02770,Debit Card,Completed,870.24
P02771,O02771,UPI,Completed,1342.72
P02772,O02772,Credit Card,Completed,1490.77
P02773,O02773,UPI,Completed,1569.1
P02774,O02774,Credit Card,Completed,1497.97
P02775,O02775,Credit Card,Completed,649.41
P02776,O02776,Credit Card,Completed,1403.53
P02777,O02777,Debit Card,Completed,1143.12
P02778,O02778,UPI,Completed,1235.01
P02779,O02779,Credit Card,Completed,101.55
P02780,O02780,Cash,Completed,590.69
P02781,O02781,UPI,Completed,1868.3
P02782,O02782,Credit Card,Completed,651.14
P02783,O02783,UPI,Completed,932.23
P02784,O02784,Cash,Failed,454.68
P02785,O02785,Debit Card,Completed,363.34
P02786,O02786,UPI,Failed,496.47
P02787,O02787,Debit Card,Completed,1151.93
P02788,O02788,Cash,Completed,1846.15
P02789,O02789,Debit Card,Completed,719.78
P02790,O02790,Credit Card,Completed,714.48
P02791,O02791,Cash,Completed,1171.87
P02792,O02792,Debit Card,Completed,777.81
P02793,O02793,UPI,Completed,1829.79
P02794,O02794,UPI,Completed,817.91
P02795,O02795,UPI,Completed,1031.84
P02796,O02796,UPI,Completed,1113.44
P02797,O02797,UPI,Completed,1585.93
P02798,O02798,UPI,Completed,1171.42
P02799,O02799,UPI,Completed,554.39
P02800,O02800,UPI,Completed,335.58
P02801,O02801,UPI,Completed,1881.77
P02802,O02802,UPI,Completed,1622.97
P02803,O02803,UPI,Completed,143.63
P02804,O02804,UPI,Completed,1660.91
P02805,O02805,Debit Card,Completed,1222.14
P02806,O02806,Credit Card,Completed,1085.9
P02807,O02807,Debit Card,Completed,123.24
P02808,O02808,UPI,Completed,1583.64
P02809,O02809,UPI,Completed,476.32
P02810,O02810,UPI,Completed,1483.16
P02811,O02811,UPI,Completed,130.15
P02812,O02812,UPI,Completed,1613.07
P02813,O02813,Debit Card,Completed,143.77
P02814,O02814,Credit Card,Completed,548.2
P02815,O02815,UPI,Completed,609.73
P02816,O02816,UPI,Failed,399.27
P02817,O02817,UPI,Completed,1014.01
P02818,O02818,Debit Card,Completed,639.01
P02819,O02819,Credit Card,Completed,1987.25
P02820,O02820,UPI,Completed,1201.94
P02821,O02821,UPI,Completed,1176.31
P02822,O02822,UPI,Completed,519.65
P02823,O02823,UPI,Completed,876.51
P02824,O02824,Debit Card,Completed,335.56
P02825,O02825,UPI,Completed,1548.81
P02826,O02826,UPI,Completed,729.2
P02827,O02827,Credit Card,Completed,1528.74
P02828,O02828,Credit Card,Completed,806.22
P02829,O02829,Credit Card,Completed,1978.64
P02830,O02830,Credit Card,Completed,425.13
P02831,O02831,Cash,Completed,102.9
P02832,O02832,UPI,Completed,1230.17
P02833,O02833,Debit Card,Failed,1910.61
P02834,O02834,Debit Card,Completed,1329.4
P02835,O02835,Cash,Completed,262.87
P02836,O02836,Credit Card,Completed,1126.91
P02837,O02837,Debit Card,Completed,1828.03
P02838,O02838,UPI,Completed,112.36
P02839,O02839,Debit Card,Completed,417.13
P02840,O02840,UPI,Failed,1647.67
P02841,O02841,Debit Card,Completed,1798.42
P02842,O02842,UPI,Completed,1443.61
P02843,O02843,Debit Card,Completed,1983.96
P02844,O02844,Cash,Completed,271.41
P02845,O02845,Debit Card,Completed,1136.79
P02846,O02846,UPI,Completed,1401.49
P02847,O02847,Credit Card,Completed,1435.02
P02848,O02848,UPI,Completed,1607.62
P02849,O02849,Debit Card,Completed,1843.49
P02850,O02850,Credit Card,Completed,787.12
P02851,O02851,UPI,Completed,181.63
P02852,O02852,Credit Card,Completed,788.64
P02853,O02853,Credit Card,Completed,1376.07
P02854,O02854,UPI,Completed,505.57
P02855,O02855,UPI,Completed,1638.95
P02856,O02856,Credit Card,Completed,517.55
P02857,O02857,Debit Card,Completed,119.12
P02858,O02858,Credit Card,Completed,1065.35
P02859,O02859,Debit Card,Completed,1480.28
P02860,O02860,Credit Card,Completed,764.35
P02861,O02861,UPI,Completed,1522.9
P02862,O02862,UPI,Completed,932.97
P02863,O02863,Debit Card,Completed,426.26
P02864,O02864,UPI,Completed,272.06
P02865,O02865,Debit Card,Refunded,1450.12
P02866,O02866,UPI,Completed,832.86
P02867,O02867,Credit Card,Completed,1834.27
P02868,O02868,UPI,Completed,1126.48
P02869,O02869,UPI,Completed,762.02
P02870,O02870,UPI,Completed,763.08
P02871,O02871,Credit Card,Completed,349.73
P02872,O02872,Credit Card,Completed,1228.2
P02873,O02873,Credit Card,Completed,1206.12
P02874,O02874,Debit Card,Completed,1619.99
P02875,O02875,UPI,Completed,482.27
P02876,O02876,UPI,Completed,652.5
P02877,O02877,Credit Card,Completed,284.75
P02878,O02878,UPI,Completed,661.15
P02879,O02879,UPI,Completed,913.39
P02880,O02880,Debit Card,Completed,1931.65
P02881,O02881,UPI,Completed,1340.83
P02882,O02882,Credit Card,Completed,1587.46
P02883,O02883,Credit Card,Refunded,718.47
P02884,O02884,Credit Card,Completed,374.57
P02885,O02885,Debit Card,Completed,587.77
P02886,O02886,UPI,Completed,587.29
P02887,O02887,UPI,Completed,1207.92
P02888,O02888,UPI,Completed,748.8
P02889,O02889,UPI,Completed,1729.06
P02890,O02890,Cash,Completed,1978.23
P02891,O02891,UPI,Completed,752.27
P02892,O02892,Debit Card,Completed,1439.61
P02893,O02893,Debit Card,Completed,1349.22
P02894,O02894,Credit Card,Failed,469.48
P02895,O02895,UPI,Completed,1844.22
P02896,O02896,UPI,Completed,478.94
P02897,O02897,Credit Card,Completed,1500.22
P02898,O02898,Debit Card,Completed,760.46
P02899,O02899,Debit Card,Completed,797.45
P02900,O02900,Credit Card,Completed,965.35
P02901,O02901,UPI,Failed,1742.57
P02902,O02902,Credit Card,Completed,366.48
P02903,O02903,Debit Card,Completed,203.68
P02904,O02904,Credit Card,Completed,863.88
P02905,O02905,UPI,Completed,205.61
P02906,O02906,UPI,Completed,1406.44
P02907,O02907,Cash,Completed,1544.62
P02908,O02908,UPI,Completed,1723.95
P02909,O02909,UPI,Completed,1513.3
P02910,O02910,UPI,Completed,1841.07
P02911,O02911,Credit Card,Completed,1521.77
P02912,O02912,UPI,Completed,1878.54
P02913,O02913,Cash,Completed,466.91
P02914,O02914,UPI,Completed,1049.74
P02915,O02915,UPI,Completed,1988.47
P02916,O02916,UPI,Completed,1395.0
P02917,O02917,Cash,Completed,1769.42
P02918,O02918,Credit Card,Completed,157.75
P02919,O02919,Credit Card,Completed,1756.34
P02920,O02920,UPI,Failed,1425.66
P02921,O02921,UPI,Completed,424.44
P02922,O02922,UPI,Completed,148.79
P02923,O02923,Debit Card,Completed,593.86
P02924,O02924,Credit Card,Completed,1839.97
P02925,O02925,Credit Card,Completed,1369.45
P02926,O02926,UPI,Completed,1846.99
P02927,O02927,Debit Card,Refunded,947.69
P02928,O02928,Debit Card,Failed,1879.59
P02929,O02929,UPI,Completed,979.62
P02930,O02930,UPI,Completed,488.08
P02931,O02931,UPI,Completed,387.65
P02932,O02932,UPI,Failed,1988.24
P02933,O02933,Debit Card,Completed,734.34
P02934,O02934,Credit Card,Completed,404.1
P02935,O02935,UPI,Completed,115.98
P02936,O02936,UPI,Completed,642.58
P02937,O02937,Debit Card,Completed,1789.32
P02938,O02938,UPI,Completed,1114.62
P02939,O02939,Debit Card,Completed,1301.63
P02940,O02940,UPI,Completed,1852.54
P02941,O02941,Cash,Completed,1074.4
P02942,O02942,Debit Card,Completed,1692.73
P02943,O02943,UPI,Completed,715.28
P02944,O02944,UPI,Completed,1956.49
P02945,O02945,UPI,Completed,249.75
P02946,O02946,Credit Card,Completed,1477.18
P02947,O02947,UPI,Completed,1355.08
P02948,O02948,Cash,Completed,464.18
P02949,O02949,UPI,Completed,838.8
P02950,O02950,UPI,Completed,694.38
P02951,O02951,Debit Card,Completed,279.54
P02952,O02952,Debit Card,Completed,1211.1
P02953,O02953,Debit Card,Completed,1987.97
P02954,O02954,Credit Card,Completed,1163.22
P02955,O02955,UPI,Completed,1135.99
P02956,O02956,Debit Card,Completed,176.6
P02957,O02957,UPI,Completed,364.52
P02958,O02958,Credit Card,Completed,1075.12
P02959,O02959,UPI,Completed,1971.84
P02960,O02960,Credit Card,Completed,1765.55
P02961,O02961,Debit Card,Completed,746.4
P02962,O02962,Debit Card,Completed,1131.71
P02963,O02963,Credit Card,Completed,1150.13
P02964,O02964,UPI,Completed,1402.19
P02965,O02965,Credit Card,Completed,1406.79
P02966,O02966,UPI,Completed,1600.61
P02967,O02967,Debit Card,Failed,147.44
P02968,O02968,UPI,Completed,1892.99
P02969,O02969,Debit Card,Completed,233.12
P02970,O02970,UPI,Completed,1004.7
P02971,O02971,Cash,Completed,1847.2
P02972,O02972,UPI,Completed,1026.57
P02973,O02973,Credit Card,Completed,220.91
P02974,O02974,UPI,Completed,535.56
P02975,O02975,Credit Card,Completed,1199.47
P02976,O02976,Credit Card,Completed,266.94
P02977,O02977,Cash,Completed,904.99
P02978,O02978,UPI,Completed,725.28
P02979,O02979,Debit Card,Completed,1648.89
P02980,O02980,UPI,Completed,309.25
P02981,O02981,Credit Card,Completed,1397.32
P02982,O02982,Credit Card,Completed,872.52
P02983,O02983,Cash,Completed,1216.73
P02984,O02984,UPI,Completed,490.51
P02985,O02985,UPI,Completed,1258.44
P02986,O02986,UPI,Completed,1380.56
P02987,O02987,Debit Card,Completed,233.44
P02988,O02988,UPI,Completed,1666.25
P02989,O02989,UPI,Completed,1736.38
P02990,O02990,Debit Card,Completed,220.75
P02991,O02991,UPI,Completed,1246.06
P02992,O02992,Credit Card,Failed,1228.62
P02993,O02993,Credit Card,Completed,123.67
P02994,O02994,UPI,Completed,750.46
P02995,O02995,Credit Card,Completed,1940.96
P02996,O02996,Debit Card,Completed,1155.36
P02997,O02997,UPI,Completed,1873.1
P02998,O02998,Debit Card,Completed,1383.72
P02999,O02999,UPI,Completed,153.94
P03000,O03000,Credit Card,Completed,247.66
P03001,O03001,Debit Card,Completed,1472.14
P03002,O03002,UPI,Completed,1153.68
P03003,O03003,Credit Card,Completed,341.59
P03004,O03004,Debit Card,Completed,1266.72
P03005,O03005,Debit Card,Completed,1639.55
P03006,O03006,UPI,Completed,1530.67
P03007,O03007,UPI,Completed,567.71
P03008,O03008,UPI,Refunded,590.57
P03009,O03009,Debit Card,Completed,1938.89
P03010,O03010,Cash,Completed,1786.07
P03011,O03011,Credit Card,Completed,704.84
P03012,O03012,Debit Card,Completed,1665.7
P03013,O03013,UPI,Completed,407.3
P03014,O03014,UPI,Completed,474.0
P03015,O03015,UPI,Completed,444.27
P03016,O03016,Credit Card,Completed,266.67
P03017,O03017,UPI,Completed,1723.89
P03018,O03018,UPI,Completed,1199.73
P03019,O03019,Credit Card,Completed,592.02
P03020,O03020,Credit Card,Completed,1712.44
P03021,O03021,Cash,Completed,1625.03
P03022,O03022,Cash,Completed,291.81
P03023,O03023,UPI,Completed,1323.86
P03024,O03024,Credit Card,Completed,1471.48
P03025,O03025,UPI,Completed,1460.07
P03026,O03026,Credit Card,Completed,1473.97
P03027,O03027,Credit Card,Completed,421.97
