order_id,customer_id,restaurant_id,order_timestamp,order_amount,number_of_items,weather,traffic_condition,order_status
O01790,C00525,R0090,2025-02-10 16:00:00,882.08,2,Clear,Medium,Completed
O01791,C01406,R0055,2025-01-04 23:00:00,514.44,4,Clear,Medium,Completed
O01792,C01208,R0095,2025-02-19 15:00:00,1076.45,5,Clear,Medium,Completed
O01793,C01218,R0065,2025-01-02 21:00:00,1334.66,4,Cloudy,Medium,Completed
O01794,C01486,R0081,2025-01-15 09:00:00,970.13,4,Rainy,Low,Completed
O01795,C00056,R0016,2025-02-05 06:00:00,1177.25,1,Clear,Low,Completed
O01796,C01254,R0037,2025-02-14 20:00:00,891.18,1,Clear,Low,Completed
O01797,C00489,R0052,2025-02-18 19:00:00,1097.05,4,Cloudy,High,Completed
O01798,C01052,R0010,2025-03-06 20:00:00,1909.93,5,Clear,Low,Completed
O01799,C01856,R0038,2025-01-10 16:00:00,1049.68,4,Clear,Medium,Completed
O01800,C01607,R0044,2025-01-03 02:00:00,581.04,2,Clear,Low,Completed
O01801,C00722,R0095,2025-01-28 16:00:00,1541.62,3,Clear,Medium,Completed
O01802,C01984,R0074,2025-01-19 18:00:00,741.41,4,Cloudy,High,Completed
O01803,C01208,R0054,2025-02-26 18:00:00,1650.79,1,Clear,Low,Completed
O01804,C01449,R0098,2025-01-15 14:00:00,208.0,5,Clear,Medium,Completed
O01805,C01399,R0051,2025-02-24 12:00:00,731.14,1,Clear,Low,Completed
O01806,C01892,R0052,2025-01-25 06:00:00,279.28,2,Cloudy,Low,Completed
O01807,C00041,R0070,2025-01-11 04:00:00,262.1,6,Clear,Low,Completed
O01808,C01508,R0092,2025-01-23 21:00:00,1350.94,1,Rainy,Medium,Completed
O01809,C01004,R0092,2025-01-31 07:00:00,832.14,6,Clear,Medium,Completed
O01810,C00260,R0059,2025-01-27 14:00:00,1755.81,1,Clear,Medium,Completed
O01811,C00441,R0013,2025-01-25 07:00:00,1081.17,5,Clear,Medium,Completed
O01812,C00926,R0041,2025-01-19 08:00:00,661.15,6,Clear,High,Cancelled
O01813,C00856,R0012,2025-03-03 03:00:00,1469.69,5,Clear,Low,Completed
O01814,C00084,R0050,2025-03-17 19:00:00,1285.63,1,Rainy,High,Completed
O01815,C00046,R0057,2025-01-18 03:00:00,1619.23,1,Clear,Medium,Completed
O01816,C00440,R0050,2025-02-03 21:00:00,1322.82,4,Clear,High,Completed
O01817,C01695,R0057,2025-01-11 05:00:00,417.33,2,Clear,Medium,Completed
O01818,C01880,R0054,2025-01-25 06:00:00,1373.59,6,Cloudy,Medium,Completed
O01819,C01543,R0066,2025-03-14 02:00:00,843.94,4,Clear,Medium,Completed
O01820,C00986,R0008,2025-02-10 21:00:00,979.97,5,Clear,Low,Completed
O01821,C01869,R0063,2025-03-24 06:00:00,1850.97,4,Clear,Low,Completed
O01822,C01462,R0009,2025-01-23 21:00:00,783.93,4,Clear,Medium,Completed
O01823,C00136,R0060,2025-02-27 19:00:00,1262.72,6,Clear,Medium,Cancelled
O01824,C01207,R0063,2025-03-22 17:00:00,790.62,1,Clear,Medium,Completed
O01825,C01733,R0072,2025-01-09 11:00:00,279.98,1,Clear,Low,Completed
O01826,C01196,R0003,2025-01-15 14:00:00,961.7,6,Clear,Medium,Completed
O01827,C00909,R0073,2025-01-14 06:00:00,1234.42,2,Clear,Low,Completed
O01828,C00861,R0013,2025-03-12 12:00:00,874.26,3,Cloudy,Medium,Completed
O01829,C00788,R0009,2025-01-05 10:00:00,842.27,3,Rainy,Low,Completed
O01830,C00590,R0095,2025-03-20 06:00:00,1658.72,6,Rainy,High,Completed
O01831,C01952,R0089,2025-02-09 21:00:00,156.4,6,Clear,Medium,Completed
O01832,C00956,R0052,2025-02-14 04:00:00,661.61,4,Cloudy,High,Completed
O01833,C00690,R0062,2025-03-12 11:00:00,1642.34,2,Cloudy,Low,Completed
O01834,C00539,R0008,2025-03-11 16:00:00,1849.01,2,Clear,Low,Completed
O01835,C01144,R0095,2025-01-17 17:00:00,883.37,5,Clear,Low,Completed
O01836,C01305,R0045,2025-01-26 01:00:00,1788.71,1,Clear,Medium,Completed
O01837,C01332,R0053,2025-01-10 01:00:00,477.97,6,Rainy,High,Completed
O01838,C00708,R0063,2025-01-08 17:00:00,520.71,6,Cloudy,High,Completed
O01839,C01301,R0095,2025-01-12 23:00:00,1707.76,6,Clear,Medium,Completed
O01840,C01554,R0081,2025-01-04 15:00:00,1816.19,6,Cloudy,Low,Completed
O01841,C00295,R0057,2025-01-07 10:00:00,523.33,5,Cloudy,Low,Cancelled
O01842,C01807,R0054,2025-01-10 03:00:00,212.72,3,Cloudy,Medium,Completed
O01843,C00053,R0019,2025-03-03 18:00:00,271.62,2,Cloudy,Medium,Cancelled
O01844,C00806,R0067,2025-01-14 09:00:00,596.62,3,Cloudy,Medium,Completed
O01845,C01456,R0046,2025-02-05 00:00:00,1546.75,1,Rainy,Medium,Completed
O01846,C00052,R0094,2025-03-08 01:00:00,1068.98,1,Clear,High,Completed
O01847,C00728,R0010,2025-03-18 12:00:00,965.62,6,Cloudy,Low,Cancelled
O01848,C00072,R0093,2025-03-30 22:00:00,1209.87,1,Clear,High,Completed
O01849,C00028,R0018,2025-03-07 08:00:00,1791.42,3,Cloudy,Low,Completed
O01850,C00469,R0012,2025-03-15 07:00:00,271.82,2,Rainy,Medium,Completed
O01851,C01936,R0049,2025-01-27 00:00:00,1419.98,5,Clear,High,Completed
O01852,C00764,R0023,2025-01-15 16:00:00,1860.9,2,Clear,Low,Completed
O01853,C00886,R0062,2025-02-12 20:00:00,505.37,2,Clear,Medium,Completed
O01854,C00912,R0011,2025-02-26 13:00:00,1691.77,4,Clear,Medium,Completed
O01855,C00547,R0073,2025-01-20 18:00:00,1426.25,2,Rainy,High,Completed
O01856,C01425,R0056,2025-03-25 17:00:00,127.49,5,Clear,Low,Completed
O01857,C00201,R0088,2025-02-08 15:00:00,540.06,4,Clear,High,Completed
O01858,C01785,R0089,2025-01-02 05:00:00,1251.11,2,Rainy,High,Completed
O01859,C01635,R0055,2025-01-21 14:00:00,1054.56,4,Clear,Low,Cancelled
O01860,C00820,R0025,2025-01-17 03:00:00,1103.08,2,Clear,Medium,Completed
O01861,C01490,R0009,2025-02-06 08:00:00,540.67,1,Clear,Low,Completed
O01862,C01676,R0012,2025-02-04 18:00:00,1382.51,1,Rainy,Medium,Completed
O01863,C01619,R0011,2025-01-27 05:00:00,606.19,2,Clear,High,Completed
O01864,C00560,R0038,2025-01-02 05:00:00,839.93,4,Clear,Low,Completed
O01865,C01814,R0028,2025-02-03 14:00:00,800.94,5,Clear,Low,Completed
O01866,C00379,R0008,2025-03-18 08:00:00,1376.85,1,Cloudy,High,Completed
O01867,C01784,R0074,2025-02-24 14:00:00,271.48,4,Cloudy,Medium,Completed
O01868,C01919,R0089,2025-03-24 00:00:00,490.53,5,Clear,Medium,Completed
O01869,C01201,R0047,2025-03-23 16:00:00,480.94,4,Rainy,Medium,Completed
O01870,C01076,R0036,2025-01-11 03:00:00,306.01,2,Clear,Low,Completed
O01871,C00079,R0050,2025-01-10 04:00:00,494.43,1,Clear,Medium,Completed
O01872,C01409,R0009,2025-02-19 03:00:00,1253.41,1,Clear,High,Completed
O01873,C00834,R0060,2025-02-28 14:00:00,1491.12,1,Cloudy,Medium,Completed
O01874,C01600,R0072,2025-03-15 19:00:00,1354.58,2,Clear,Medium,Completed
O01875,C01032,R0067,2025-02-25 23:00:00,1002.86,5,Rainy,Low,Completed
O01876,C01238,R0053,2025-01-23 02:00:00,199.63,5,Cloudy,Medium,Completed
O01877,C00025,R0082,2025-01-02 00:00:00,1922.11,6,Rainy,Medium,Completed
O01878,C00450,R0099,2025-02-17 16:00:00,419.35,6,Clear,Low,Completed
O01879,C00768,R0017,2025-03-15 13:00:00,1370.0,1,Rainy,Medium,Completed
O01880,C00755,R0100,2025-02-05 17:00:00,1834.49,6,Clear,High,Completed
O01881,C01993,R0053,2025-02-12 18:00:00,1425.78,5,Clear,Low,Completed
O01882,C01481,R0028,2025-02-07 09:00:00,514.29,6,Clear,Medium,Completed
O01883,C01485,R0063,2025-02-02 04:00:00,700.01,6,Clear,Low,Completed
O01884,C00198,R0015,2025-01-01 19:00:00,157.39,1,Rainy,Medium,Completed
O01885,C01118,R0019,2025-02-21 03:00:00,1264.24,5,Clear,Medium,Completed
O01886,C01743,R0086,2025-02-03 13:00:00,1264.69,1,Clear,Medium,Completed
O01887,C01971,R0070,2025-02-27 12:00:00,1478.45,5,Clear,High,Completed
O01888,C00437,R0047,2025-02-06 16:00:00,120.89,4,Rainy,Medium,Completed
O01889,C01551,R0071,2025-02-25 13:00:00,1653.9,1,Clear,Low,Completed
O01890,C00690,R0048,2025-03-12 04:00:00,1503.55,6,Clear,High,Completed
O01891,C01991,R0073,2025-03-08 21:00:00,367.68,6,Rainy,Low,Completed
O01892,C01402,R0020,2025-02-16 03:00:00,760.49,1,Rainy,Medium,Completed
O01893,C00587,R0037,2025-01-19 11:00:00,1313.2,6,Cloudy,Medium,Completed
O01894,C00104,R0075,2025-03-27 02:00:00,1042.01,3,Clear,Low,Completed
O01895,C01830,R0002,2025-02-21 04:00:00,318.68,1,Clear,High,Completed
O01896,C01704,R0064,2025-03-04 23:00:00,265.96,5,Cloudy,Medium,Completed
O01897,C01986,R0086,2025-02-02 10:00:00,1584.77,4,Rainy,Medium,Completed
O01898,C00627,R0036,2025-03-14 18:00:00,396.34,4,Rainy,Medium,Completed
O01899,C01063,R0005,2025-03-20 06:00:00,426.98,5,Cloudy,Low,Completed
O01900,C00458,R0064,2025-02-13 22:00:00,1678.75,2,Cloudy,High,Completed
O01901,C00364,R0007,2025-01-18 12:00:00,1263.07,6,Cloudy,Low,Completed
O01902,C01809,R0070,2025-03-19 03:00:00,1248.96,1,Rainy,Low,Completed
O01903,C00135,R0022,2025-03-29 20:00:00,1010.76,4,Clear,Low,Completed
O01904,C00374,R0074,2025-01-25 02:00:00,1181.09,5,Cloudy,Low,Completed
O01905,C01256,R0046,2025-02-22 01:00:00,1243.36,4,Clear,High,Completed
O01906,C00039,R0040,2025-03-24 18:00:00,1938.87,4,Rainy,High,Completed
O01907,C01988,R0061,2025-02-26 14:00:00,523.65,5,Clear,Medium,Completed
O01908,C01827,R0046,2025-01-05 14:00:00,507.67,3,Rainy,High,Completed
O01909,C00819,R0084,2025-01-21 10:00:00,208.72,4,Clear,Medium,Completed
O01910,C00047,R0028,2025-02-23 23:00:00,1350.58,4,Clear,Medium,Completed
O01911,C00036,R0087,2025-03-18 12:00:00,1143.18,2,Clear,High,Completed
O01912,C01856,R0035,2025-03-28 17:00:00,311.35,3,Rainy,Low,Completed
O01913,C00095,R0001,2025-02-28 04:00:00,792.62,2,Cloudy,Low,Completed
O01914,C00985,R0029,2025-03-14 13:00:00,439.46,5,Clear,Low,Completed
O01915,C01385,R0009,2025-02-07 05:00:00,729.82,6,Clear,Medium,Completed
O01916,C01549,R0009,2025-03-20 03:00:00,1907.4,1,Clear,High,Completed
O01917,C01170,R0022,2025-03-23 05:00:00,1398.31,5,Clear,High,Completed
O01918,C01941,R0063,2025-03-08 09:00:00,114.38,3,Clear,High,Cancelled
O01919,C00368,R0066,2025-01-18 03:00:00,579.77,6,Clear,Medium,Completed
O01920,C00065,R0080,2025-03-01 06:00:00,119.69,5,Cloudy,High,Completed
O01921,C01252,R0058,2025-03-11 20:00:00,1458.25,3,Clear,Low,Completed
O01922,C00754,R0070,2025-02-19 10:00:00,991.9,6,Rainy,Medium,Completed
O01923,C01544,R0055,2025-03-10 14:00:00,1988.64,2,Clear,Medium,Cancelled
O01924,C00816,R0013,2025-02-15 08:00:00,1493.81,4,Clear,Low,Completed
O01925,C01877,R0097,2025-02-21 15:00:00,1084.03,5,Cloudy,High,Completed
O01926,C01579,R0019,2025-01-26 02:00:00,1628.94,5,Clear,Medium,Completed
O01927,C00756,R0079,2025-03-22 17:00:00,1439.13,6,Clear,Medium,Completed
O01928,C00181,R0033,2025-01-02 01:00:00,563.17,4,Clear,Low,Completed
O01929,C01525,R0074,2025-01-25 07:00:00,1107.49,5,Cloudy,Medium,Completed
O01930,C00597,R0065,2025-02-14 11:00:00,1156.4,5,Clear,Medium,Completed
O01931,C01179,R0060,2025-02-16 09:00:00,957.34,6,Clear,Medium,Completed
O01932,C00787,R0012,2025-02-18 04:00:00,440.47,1,Cloudy,Low,Completed
O01933,C01559,R0043,2025-02-19 08:00:00,524.4,6,Clear,Medium,Completed
O01934,C00627,R0093,2025-03-15 15:00:00,633.99,6,Clear,Medium,Completed
O01935,C01842,R0017,2025-01-16 19:00:00,119.48,6,Clear,Medium,Completed
O01936,C01459,R0068,2025-02-23 12:00:00,1842.19,1,Cloudy,Medium,Completed
O01937,C01835,R0029,2025-02-28 14:00:00,1403.58,4,Cloudy,Low,Completed
O01938,C01123,R0055,2025-01-16 08:00:00,1410.27,2,Cloudy,High,Completed
O01939,C00616,R0007,2025-02-15 20:00:00,1187.43,5,Cloudy,Medium,Cancelled
O01940,C01396,R0044,2025-02-13 04:00:00,1409.69,6,Cloudy,Low,Completed
O01941,C01587,R0077,2025-03-23 00:00:00,1965.54,5,Clear,Low,Completed
O01942,C01386,R0005,2025-03-08 09:00:00,831.8,2,Cloudy,Low,Completed
O01943,C00112,R0060,2025-03-22 01:00:00,1453.8,5,Rainy,Low,Completed
O01944,C00453,R0006,2025-01-02 00:00:00,783.11,2,Cloudy,Medium,Completed
O01945,C00756,R0098,2025-01-23 17:00:00,1723.15,4,Cloudy,Medium,Completed
O01946,C01193,R0007,2025-02-18 11:00:00,1730.25,4,Clear,Low,Completed
O01947,C00584,R0046,2025-01-12 10:00:00,1814.31,2,Cloudy,High,Completed
O01948,C00139,R0057,2025-02-18 00:00:00,110.38,2,Clear,High,Completed
O01949,C01872,R0054,2025-02-26 02:00:00,666.56,3,Clear,Medium,Completed
O01950,C00231,R0092,2025-03-02 16:00:00,354.46,1,Clear,Low,Completed
O01951,C01263,R0046,2025-03-19 22:00:00,962.57,1,Clear,High,Completed
O01952,C00984,R0010,2025-02-22 23:00:00,1041.35,6,Clear,Medium,Completed
O01953,C00253,R0004,2025-01-05 14:00:00,586.22,5,Cloudy,Medium,Completed
O01954,C01460,R0067,2025-03-15 03:00:00,1474.55,5,Clear,Medium,Completed
O01955,C01943,R0025,2025-01-30 11:00:00,612.56,2,Rainy,Low,Completed
O01956,C00561,R0087,2025-02-26 23:00:00,1722.39,6,Clear,Low,Cancelled
O01957,C01446,R0091,2025-03-05 16:00:00,437.55,2,Rainy,Medium,Completed
O01958,C01327,R0078,2025-01-23 23:00:00,797.75,1,Clear,High,Completed
O01959,C00072,R0061,2025-01-06 13:00:00,1282.25,6,Rainy,High,Cancelled
O01960,C01287,R0038,2025-03-25 21:00:00,1250.14,6,Clear,High,Completed
O01961,C01858,R0032,2025-02-19 10:00:00,248.26,5,Clear,Medium,Completed
O01962,C00222,R0023,2025-02-15 04:00:00,1707.89,1,Cloudy,Medium,Completed
O01963,C01101,R0037,2025-02-12 20:00:00,1236.32,4,Clear,Low,Completed
O01964,C00062,R0003,2025-02-14 04:00:00,1752.73,1,Cloudy,Medium,Completed
O01965,C01495,R0099,2025-03-15 08:00:00,1748.51,1,Clear,Medium,Completed
O01966,C01181,R0013,2025-03-26 06:00:00,1137.25,2,Clear,Medium,Completed
O01967,C00806,R0034,2025-03-14 23:00:00,1830.48,5,Clear,Medium,Completed
O01968,C00125,R0088,2025-01-25 19:00:00,1711.97,4,Clear,Medium,Completed
O01969,C00741,R0065,2025-01-01 10:00:00,1920.43,1,Clear,Medium,Completed
O01970,C01876,R0076,2025-03-13 17:00:00,1715.95,1,Rainy,High,Completed
O01971,C00161,R0008,2025-02-18 12:00:00,1660.29,2,Cloudy,High,Cancelled
O01972,C00541,R0083,2025-01-26 17:00:00,991.78,6,Rainy,Medium,Completed
O01973,C00626,R0009,2025-02-01 20:00:00,502.86,3,Rainy,Medium,Completed
O01974,C01615,R0028,2025-01-03 00:00:00,1830.35,5,Clear,Low,Completed
O01975,C01559,R0078,2025-01-19 18:00:00,1472.84,5,Clear,Low,Completed
O01976,C00106,R0091,2025-03-16 22:00:00,635.32,5,Rainy,Low,Completed
O01977,C01155,R0018,2025-01-21 10:00:00,747.89,1,Clear,Low,Completed
O01978,C01381,R0042,2025-03-20 20:00:00,1403.55,1,Rainy,Medium,Completed
O01979,C01709,R0041,2025-03-01 16:00:00,1007.85,1,Clear,High,Completed
O01980,C00776,R0070,2025-02-14 18:00:00,254.82,6,Clear,Medium,Completed
O01981,C01878,R0033,2025-02-23 12:00:00,368.75,3,Clear,Medium,Completed
O01982,C01909,R0089,2025-03-15 05:00:00,1516.73,1,Clear,Medium,Completed
O01983,C01821,R0077,2025-01-10 06:00:00,724.28,5,Clear,Medium,Completed
O01984,C00002,R0054,2025-01-12 04:00:00,1064.53,6,Clear,Low,Completed
O01985,C00233,R0087,2025-02-07 12:00:00,1556.58,5,Clear,Low,Completed
O01986,C00369,R0036,2025-02-08 06:00:00,1527.23,2,Clear,High,Completed
O01987,C01275,R0097,2025-01-17 00:00:00,417.33,3,Clear,Medium,Cancelled
O01988,C00946,R0085,2025-03-09 01:00:00,286.95,4,Cloudy,Low,Completed
O01989,C01857,R0098,2025-01-27 01:00:00,1223.19,1,Rainy,Medium,Completed
O01990,C01132,R0056,2025-02-20 23:00:00,1509.1,4,Rainy,Medium,Completed
O01991,C01300,R0100,2025-03-21 11:00:00,383.18,1,Rainy,High,Completed
O01992,C00180,R0017,2025-02-26 18:00:00,806.72,3,Cloudy,Low,Completed
O01993,C01749,R0010,2025-03-13 10:00:00,1753.53,3,Cloudy,Medium,Completed
O01994,C00293,R0087,2025-03-15 23:00:00,1894.02,5,Rainy,High,Completed
O01995,C00584,R0044,2025-02-22 20:00:00,962.73,3,Clear,High,Completed
O01996,C00795,R0002,2025-02-05 01:00:00,251.08,6,Clear,Medium,Completed
O01997,C00175,R0099,2025-03-10 20:00:00,589.62,6,Clear,Medium,Completed
O01998,C00123,R0014,2025-02-21 07:00:00,542.64,4,Rainy,High,Completed
O01999,C00227,R0041,2025-03-14 19:00:00,554.03,4,Clear,Medium,Completed
O02000,C01926,R0002,2025-02-23 10:00:00,1038.38,3,Clear,High,Completed
O02001,C00444,R0019,2025-01-31 17:00:00,1208.13,4,Rainy,Medium,Completed
O02002,C01837,R0080,2025-01-15 04:00:00,332.77,6,Clear,High,Completed
O02003,C00428,R0089,2025-03-23 07:00:00,1789.78,1,Rainy,High,Completed
O02004,C01107,R0001,2025-03-16 05:00:00,1277.95,2,Clear,Medium,Cancelled
O02005,C00765,R0002,2025-01-23 01:00:00,1234.78,6,Cloudy,Low,Completed
O02006,C01682,R0027,2025-01-02 09:00:00,1975.83,5,Cloudy,Low,Cancelled
O02007,C00632,R0002,2025-01-14 10:00:00,1293.47,2,Clear,High,Completed
O02008,C00065,R0094,2025-02-20 04:00:00,1865.02,4,Clear,Low,Completed
O02009,C01305,R0051,2025-03-24 18:00:00,643.89,5,Clear,High,Completed
O02010,C01819,R0010,2025-01-15 10:00:00,556.25,2,Cloudy,Low,Completed
O02011,C01415,R0019,2025-03-14 01:00:00,1081.39,2,Clear,High,Completed
O02012,C00428,R0080,2025-02-20 15:00:00,1066.36,4,Cloudy,High,Completed
O02013,C00618,R0013,2025-03-08 18:00:00,530.32,5,Cloudy,High,Completed
O02014,C00925,R0048,2025-03-12 22:00:00,1429.35,6,Clear,Low,Completed
O02015,C00812,R0056,2025-01-11 04:00:00,156.3,6,Cloudy,High,Completed
O02016,C00107,R0072,2025-03-18 07:00:00,1412.2,5,Clear,Medium,Completed
O02017,C01572,R0056,2025-01-06 12:00:00,968.64,2,Rainy,Low,Completed
O02018,C00659,R0050,2025-02-27 02:00:00,1409.11,5,Clear,High,Completed
O02019,C01286,R0095,2025-03-29 08:00:00,1006.45,6,Clear,Low,Completed
O02020,C01945,R0045,2025-02-15 07:00:00,1956.93,5,Rainy,Low,Completed
O02021,C01183,R0089,2025-03-10 15:00:00,735.9,1,Rainy,Medium,Completed
O02022,C00265,R0059,2025-03-20 19:00:00,1966.89,4,Cloudy,Medium,Completed
O02023,C01492,R0039,2025-03-13 16:00:00,223.45,6,Clear,High,Completed
O02024,C01226,R0021,2025-02-16 23:00:00,1399.15,4,Cloudy,Medium,Completed
O02025,C01957,R0055,2025-03-06 04:00:00,963.02,1,Clear,Low,Completed
O02026,C00155,R0057,2025-01-05 22:00:00,1662.06,2,Clear,High,Completed
O02027,C01037,R0041,2025-02-07 06:00:00,1600.27,3,Cloudy,Medium,Completed
O02028,C01321,R0093,2025-02-22 17:00:00,1620.4,6,Rainy,Low,Completed
O02029,C00896,R0070,2025-01-16 02:00:00,280.0,2,Clear,High,Completed
O02030,C01858,R0082,2025-03-15 21:00:00,1662.49,1,Cloudy,Medium,Completed
O02031,C01522,R0049,2025-03-14 12:00:00,506.68,5,Clear,Low,Completed
O02032,C01621,R0044,2025-01-14 01:00:00,148.79,1,Clear,High,Completed
O02033,C00993,R0035,2025-03-06 00:00:00,513.7,4,Cloudy,High,Cancelled
O02034,C01816,R0091,2025-03-13 02:00:00,1010.64,5,Clear,High,Completed
O02035,C00245,R0005,2025-02-15 06:00:00,1510.01,2,Rainy,Low,Completed
O02036,C01324,R0071,2025-01-12 07:00:00,515.4,5,Rainy,Low,Completed
O02037,C01386,R0074,2025-02-14 04:00:00,314.71,4,Cloudy,Medium,Completed
O02038,C01378,R0074,2025-03-16 13:00:00,1327.34,1,Rainy,Medium,Completed
O02039,C01852,R0051,2025-02-11 05:00:00,1969.41,2,Clear,Medium,Completed
O02040,C01545,R0057,2025-02-07 16:00:00,1241.65,3,Rainy,High,Completed
O02041,C00386,R0058,2025-01-31 23:00:00,1413.01,3,Clear,Low,Completed
O02042,C00759,R0092,2025-02-07 22:00:00,1166.22,1,Cloudy,Medium,Completed
O02043,C01336,R0036,2025-03-20 13:00:00,1586.46,2,Clear,High,Completed
O02044,C00414,R0010,2025-03-14 17:00:00,1954.03,2,Clear,Medium,Completed
O02045,C01302,R0050,2025-03-30 11:00:00,1133.85,5,Cloudy,Medium,Completed
O02046,C01774,R0099,2025-01-11 06:00:00,891.9,6,Clear,Medium,Completed
O02047,C00715,R0099,2025-03-19 03:00:00,1734.65,1,Clear,Low,Completed
O02048,C00759,R0037,2025-01-24 23:00:00,1942.48,5,Clear,Medium,Completed
O02049,C00747,R0020,2025-03-09 07:00:00,345.45,1,Cloudy,Low,Completed
O02050,C00593,R0013,2025-02-20 05:00:00,1198.52,4,Cloudy,Low,Completed
O02051,C01380,R0075,2025-02-10 23:00:00,1605.67,1,Clear,High,Completed
O02052,C01549,R0019,2025-02-08 11:00:00,1113.34,5,Clear,Low,Completed
O02053,C00839,R0092,2025-01-13 03:00:00,877.47,2,Clear,Medium,Completed
O02054,C00016,R0056,2025-03-29 13:00:00,1344.94,1,Cloudy,High,Completed
O02055,C00993,R0045,2025-02-27 11:00:00,613.24,2,Cloudy,Low,Completed
O02056,C01069,R0060,2025-01-01 21:00:00,763.35,4,Rainy,Medium,Completed
O02057,C01345,R0068,2025-02-24 19:00:00,1985.33,3,Cloudy,Medium,Completed
O02058,C00651,R0057,2025-02-13 20:00:00,1309.28,3,Clear,Medium,Completed
O02059,C01350,R0054,2025-03-23 17:00:00,1758.56,5,Rainy,Low,Completed
O02060,C00148,R0037,2025-02-07 21:00:00,1634.76,1,Rainy,Low,Completed
O02061,C00355,R0083,2025-01-23 01:00:00,1339.32,4,Clear,Low,Cancelled
O02062,C01260,R0037,2025-01-05 04:00:00,1697.39,4,Rainy,Low,Completed
O02063,C00703,R0014,2025-02-24 17:00:00,645.6,2,Cloudy,Medium,Completed
O02064,C00613,R0095,2025-03-23 07:00:00,1310.52,6,Clear,High,Completed
O02065,C00105,R0092,2025-03-21 05:00:00,1222.15,5,Clear,Medium,Completed
O02066,C01498,R0100,2025-01-25 02:00:00,1282.6,4,Clear,Low,Completed
O02067,C01786,R0044,2025-02-20 14:00:00,420.4,1,Cloudy,High,Completed
O02068,C00396,R0083,2025-02-02 21:00:00,626.76,4,Clear,Medium,Completed
O02069,C01470,R0042,2025-02-26 22:00:00,644.65,3,Clear,Medium,Completed
O02070,C00606,R0001,2025-03-09 23:00:00,1243.7,5,Clear,Medium,Completed
O02071,C01244,R0023,2025-02-27 15:00:00,1947.84,2,Clear,High,Completed
O02072,C01834,R0064,2025-01-21 22:00:00,1912.73,1,Cloudy,Medium,Completed
O02073,C00851,R0028,2025-01-08 04:00:00,531.66,3,Rainy,Medium,Completed
O02074,C01989,R0004,2025-02-06 22:00:00,679.21,4,Cloudy,High,Completed
O02075,C00442,R0041,2025-03-01 01:00:00,168.52,5,Rainy,Medium,Completed
O02076,C01669,R0060,2025-01-12 08:00:00,857.75,5,Cloudy,Low,Completed
O02077,C00873,R0018,2025-02-28 17:00:00,1685.88,1,Clear,High,Completed
O02078,C00667,R0063,2025-02-05 17:00:00,1839.93,2,Rainy,Low,Completed
O02079,C01052,R0061,2025-03-21 14:00:00,549.34,3,Clear,Medium,Completed
O02080,C00794,R0049,2025-03-23 13:00:00,605.01,6,Rainy,Medium,Completed
O02081,C00475,R0047,2025-01-11 20:00:00,519.61,2,Cloudy,Low,Completed
O02082,C00628,R0039,2025-02-26 08:00:00,765.2,1,Rainy,High,Completed
O02083,C01329,R0089,2025-02-17 19:00:00,1629.04,1,Clear,Medium,Completed
O02084,C01770,R0082,2025-03-04 11:00:00,1329.03,3,Rainy,Medium,Completed
O02085,C01429,R0006,2025-01-12 13:00:00,1593.29,5,Cloudy,Medium,Completed
O02086,C01537,R0083,2025-02-04 06:00:00,1207.76,5,Clear,Medium,Completed
O02087,C00502,R0053,2025-01-23 03:00:00,589.69,3,Rainy,Low,Completed
O02088,C00348,R0076,2025-01-07 22:00:00,533.19,2,Rainy,Low,Completed
O02089,C01264,R0025,2025-02-04 14:00:00,117.1,3,Cloudy,High,Completed
O02090,C01018,R0099,2025-01-10 19:00:00,1583.87,6,Clear,Medium,Completed
O02091,C00570,R0065,2025-02-13 23:00:00,1709.53,5,Clear,Medium,Completed
O02092,C01871,R0005,2025-02-22 06:00:00,1559.74,2,Cloudy,Medium,Completed
O02093,C00695,R0065,2025-01-08 22:00:00,241.36,4,Rainy,Low,Completed
O02094,C01361,R0008,2025-01-26 12:00:00,1548.22,2,Cloudy,High,Completed
O02095,C00026,R0039,2025-03-05 19:00:00,186.96,5,Clear,High,Completed
O02096,C01433,R0043,2025-03-13 19:00:00,300.63,1,Clear,High,Completed
O02097,C01101,R0082,2025-02-10 12:00:00,936.9,2,Cloudy,High,Completed
O02098,C01953,R0073,2025-01-28 00:00:00,1004.68,2,Cloudy,Medium,Completed
O02099,C00217,R0005,2025-01-05 09:00:00,1650.63,1,Clear,Medium,Cancelled
O02100,C01352,R0004,2025-03-08 20:00:00,1391.1,5,Clear,Medium,Completed
O02101,C00837,R0093,2025-01-08 23:00:00,391.31,4,Clear,High,Completed
O02102,C00774,R0001,2025-02-11 18:00:00,529.68,4,Clear,High,Completed
O02103,C01047,R0094,2025-02-24 05:00:00,642.78,3,Clear,Medium,Cancelled
O02104,C01780,R0056,2025-03-07 07:00:00,334.98,4,Clear,Medium,Completed
O02105,C00670,R0045,2025-03-16 17:00:00,646.53,4,Rainy,High,Completed
O02106,C00718,R0065,2025-01-27 10:00:00,1484.34,2,Clear,Medium,Cancelled
O02107,C00310,R0003,2025-01-04 12:00:00,558.66,3,Clear,High,Completed
O02108,C00599,R0022,2025-03-25 19:00:00,1687.18,4,Clear,Medium,Completed
O02109,C00267,R0072,2025-01-31 07:00:00,992.08,2,Cloudy,Medium,Completed
