order_id,customer_id,restaurant_id,order_timestamp,order_amount,number_of_items,order_status,delivery_id,driver_id,delivery_distance_km,preparation_time_minutes,delivery_time_minutes,tip_amount,order_hour,day_of_week,is_weekend,traffic_condition_Low,traffic_condition_Medium,weather_Cloudy,weather_Rainy
O01508,C01988,R0062,2025-02-21 12:00:00,108.26,5,Completed,DL01508,D0031,7.65,11,42.1,16.11,12,4,0,1,0,0,0
O01509,C00792,R0064,2025-02-10 00:00:00,1831.37,3,Completed,DL01509,D0400,9.83,32,97.3,160.34,0,0,0,0,1,0,1
O01510,C00852,R0087,2025-03-04 16:00:00,1545.32,1,Cancelled,DL01510,D0123,5.12,12,51.4,138.0,16,1,0,0,1,0,0
O01511,C01447,R0073,2025-01-08 11:00:00,303.78,5,Completed,DL01511,D0387,14.92,21,91.4,26.9,11,2,0,0,1,1,0
O01512,C00348,R0056,2025-03-28 05:00:00,1433.28,5,Completed,DL01512,D0080,7.13,24,71.0,170.06,5,4,0,1,0,0,1
O01513,C00694,R0001,2025-02-27 00:00:00,138.04,2,Completed,DL01513,D0498,3.63,42,84.5,20.19,0,3,0,1,0,0,1
O01514,C00935,R0021,2025-02-01 18:00:00,152.74,1,Completed,DL01514,D0371,9.04,22,57.9,22.13,18,5,1,1,0,1,0
O01515,C00913,R0022,2025-02-08 09:00:00,1099.06,4,Completed,DL01515,D0144,4.58,22,59.1,55.32,9,5,1,0,0,0,0
O01516,C00147,R0054,2025-02-01 00:00:00,282.47,1,Completed,DL01516,D0068,7.1,37,83.0,26.17,0,5,1,1,0,1,0
O01517,C01398,R0004,2025-03-01 15:00:00,1932.24,1,Completed,DL01517,D0069,3.91,22,42.8,175.76,15,5,1,1,0,0,0
O01518,C01712,R0065,2025-03-04 22:00:00,1798.28,2,Completed,DL01518,D0182,6.41,33,80.3,65.08,22,1,0,0,1,0,0
O01519,C00675,R0051,2025-03-01 23:00:00,1334.64,4,Completed,DL01519,D0220,2.3,39,51.3,147.64,23,5,1,1,0,0,0
O01520,C01440,R0074,2025-02-23 23:00:00,221.05,6,Completed,DL01520,D0343,4.99,13,33.2,26.23,23,6,1,1,0,0,0
O01521,C00687,R0063,2025-01-27 12:00:00,717.19,2,Completed,DL01521,D0298,4.48,22,57.6,95.39,12,0,0,0,1,0,0
O01522,C01518,R0015,2025-02-12 15:00:00,806.27,2,Completed,DL01522,D0192,14.27,21,80.1,93.22,15,2,0,0,1,0,0
O01523,C01583,R0036,2025-01-07 07:00:00,1013.67,2,Completed,DL01523,D0126,9.3,10,51.6,35.91,7,1,0,1,0,1,0
O01524,C01280,R0029,2025-01-01 12:00:00,420.92,1,Completed,DL01524,D0019,1.37,26,53.3,58.7,12,2,0,1,0,0,1
O01525,C00960,R0052,2025-01-30 18:00:00,1197.27,6,Completed,DL01525,D0089,13.79,33,74.0,56.77,18,3,0,1,0,0,0
O01526,C00686,R0046,2025-01-11 08:00:00,927.96,2,Completed,DL01526,D0083,10.02,43,101.5,92.1,8,5,1,0,0,0,0
O01527,C01127,R0069,2025-02-17 16:00:00,1899.86,3,Completed,DL01527,D0318,5.72,16,66.9,197.27,16,0,0,0,1,0,1
O01528,C00121,R0029,2025-01-17 02:00:00,1878.77,4,Completed,DL01528,D0259,6.13,32,81.3,74.7,2,4,0,0,0,0,0
O01529,C00419,R0047,2025-01-19 06:00:00,1174.4,6,Completed,DL01529,D0264,1.44,30,58.9,75.9,6,6,1,0,0,0,0
O01530,C00350,R0091,2025-01-31 00:00:00,1324.26,4,Completed,DL01530,D0218,14.64,33,106.9,78.1,0,4,0,0,0,0,0
O01531,C01681,R0025,2025-01-20 16:00:00,361.81,6,Completed,DL01531,D0415,13.05,12,83.9,40.62,16,0,0,0,0,0,0
O01532,C00042,R0080,2025-02-11 22:00:00,524.31,2,Completed,DL01532,D0275,1.92,38,55.2,53.09,22,1,0,1,0,1,0
O01533,C01391,R0016,2025-01-27 08:00:00,1811.36,6,Completed,DL01533,D0119,10.54,37,94.2,135.7,8,0,0,1,0,0,1
O01534,C00029,R0100,2025-01-01 23:00:00,1428.42,1,Completed,DL01534,D0209,7.29,11,57.6,59.28,23,2,0,0,1,0,0
O01535,C00966,R0089,2025-01-23 09:00:00,459.92,6,Completed,DL01535,D0321,12.32,13,71.2,53.38,9,3,0,1,0,0,1
O01536,C01916,R0041,2025-03-24 12:00:00,1183.4,5,Cancelled,DL01536,D0309,9.73,26,72.0,168.11,12,0,0,0,1,0,0
O01537,C00785,R0065,2025-03-17 10:00:00,1876.05,5,Completed,DL01537,D0269,6.78,29,82.4,178.26,10,0,0,1,0,0,1
O01538,C00014,R0069,2025-01-23 11:00:00,755.83,1,Completed,DL01538,D0059,7.11,35,92.7,104.73,11,3,0,0,0,0,0
O01539,C00920,R0020,2025-03-13 22:00:00,453.06,2,Completed,DL01539,D0185,10.12,31,94.9,56.83,22,3,0,0,0,0,0
O01540,C01977,R0069,2025-01-18 12:00:00,1889.85,2,Completed,DL01540,D0427,10.17,28,84.8,271.23,12,5,1,0,1,0,0
O01541,C00818,R0036,2025-01-21 03:00:00,976.4,3,Completed,DL01541,D0012,8.81,40,106.3,62.59,3,1,0,0,1,0,1
O01542,C00825,R0093,2025-02-12 20:00:00,892.76,5,Completed,DL01542,D0224,13.38,34,104.1,91.22,20,2,0,0,1,1,0
O01543,C01509,R0098,2025-01-03 03:00:00,608.38,5,Completed,DL01543,D0088,11.91,39,95.1,30.24,3,4,0,0,1,0,0
O01544,C01213,R0058,2025-01-11 02:00:00,1794.01,4,Completed,DL01544,D0098,2.66,18,45.1,207.98,2,5,1,0,1,0,0
O01545,C00872,R0048,2025-03-12 06:00:00,1706.67,2,Completed,DL01545,D0408,13.21,39,113.6,252.49,6,2,0,0,1,0,1
O01546,C00295,R0082,2025-03-18 16:00:00,865.68,1,Completed,DL01546,D0426,3.83,41,81.3,53.51,16,1,0,0,1,0,1
O01547,C01207,R0002,2025-01-18 16:00:00,158.17,2,Completed,DL01547,D0393,14.31,24,106.0,4.51,16,5,1,0,0,1,0
O01548,C00864,R0080,2025-03-30 15:00:00,948.64,2,Completed,DL01548,D0176,12.3,44,95.2,139.01,15,6,1,0,1,0,0
O01549,C00548,R0029,2025-01-29 22:00:00,443.63,3,Completed,DL01549,D0068,13.73,10,73.9,10.67,22,2,0,0,1,0,0
O01550,C01906,R0097,2025-01-15 17:00:00,371.19,6,Completed,DL01550,D0432,10.47,30,80.1,25.0,17,2,0,0,1,0,0
O01551,C01061,R0016,2025-03-12 09:00:00,846.88,6,Completed,DL01551,D0153,10.12,12,52.2,78.56,9,2,0,1,0,0,0
O01552,C01008,R0035,2025-01-13 04:00:00,288.25,1,Completed,DL01552,D0356,4.49,24,54.3,35.07,4,0,0,0,1,0,0
O01553,C01038,R0062,2025-01-30 20:00:00,1919.18,3,Completed,DL01553,D0152,9.77,33,85.7,92.41,20,3,0,0,0,0,0
O01554,C01947,R0081,2025-01-23 00:00:00,190.32,3,Completed,DL01554,D0279,6.88,25,54.1,5.14,0,3,0,1,0,0,0
O01555,C00635,R0004,2025-01-20 23:00:00,862.6,3,Completed,DL01555,D0359,3.15,16,49.3,95.4,23,0,0,1,0,0,1
O01556,C00595,R0068,2025-01-20 20:00:00,409.14,6,Completed,DL01556,D0318,6.04,25,86.8,13.35,20,0,0,0,0,0,1
O01557,C01183,R0051,2025-01-02 00:00:00,1408.74,3,Completed,DL01557,D0079,10.27,37,90.0,72.83,0,3,0,0,1,0,0
O01558,C01518,R0089,2025-01-27 13:00:00,249.74,2,Completed,DL01558,D0345,13.26,21,84.2,13.69,13,0,0,0,1,0,0
O01559,C01353,R0033,2025-02-24 03:00:00,1138.93,6,Completed,DL01559,D0189,7.13,34,73.8,146.82,3,0,0,0,1,0,0
O01560,C00614,R0078,2025-01-29 17:00:00,1568.89,6,Completed,DL01560,D0120,5.06,39,91.6,149.57,17,2,0,0,1,0,1
O01561,C01873,R0024,2025-01-15 07:00:00,1905.11,4,Completed,DL01561,D0363,3.25,17,57.3,149.97,7,2,0,0,0,0,0
O01562,C01107,R0075,2025-03-02 14:00:00,1427.2,2,Completed,DL01562,D0266,6.64,20,68.7,33.3,14,6,1,0,0,0,0
O01563,C01580,R0025,2025-01-30 15:00:00,289.03,3,Completed,DL01563,D0010,4.98,39,74.8,24.87,15,3,0,0,0,0,0
O01564,C01604,R0028,2025-01-19 06:00:00,268.19,3,Completed,DL01564,D0070,7.26,15,72.8,30.21,6,6,1,0,0,0,0
O01565,C01584,R0007,2025-03-02 14:00:00,1490.04,4,Completed,DL01565,D0244,2.41,44,69.5,218.98,14,6,1,1,0,0,0
O01566,C01593,R0036,2025-01-06 22:00:00,509.13,5,Completed,DL01566,D0325,11.3,39,97.8,42.13,22,0,0,0,1,0,0
O01567,C01611,R0010,2025-03-16 07:00:00,949.75,1,Completed,DL01567,D0316,1.06,23,49.9,87.76,7,6,1,0,1,1,0
O01568,C01046,R0036,2025-02-06 03:00:00,1955.58,3,Completed,DL01568,D0349,10.79,37,82.3,120.83,3,3,0,0,1,0,0
O01569,C01156,R0095,2025-03-04 00:00:00,1657.82,3,Completed,DL01569,D0468,5.29,14,48.1,208.97,0,1,0,0,1,0,0
O01570,C00465,R0083,2025-01-20 11:00:00,1708.53,2,Completed,DL01570,D0321,6.03,30,80.6,154.19,11,0,0,0,0,0,0
O01571,C01480,R0018,2025-03-03 23:00:00,1735.46,3,Completed,DL01571,D0470,3.4,15,53.3,119.57,23,0,0,0,0,0,0
O01572,C01326,R0006,2025-02-06 12:00:00,1277.14,3,Completed,DL01572,D0313,14.55,33,110.0,44.88,12,3,0,0,0,0,0
O01573,C00955,R0092,2025-03-01 01:00:00,1513.47,1,Completed,DL01573,D0111,1.74,25,51.4,205.75,1,5,1,0,1,0,0
O01574,C00930,R0007,2025-02-08 06:00:00,782.03,2,Completed,DL01574,D0215,4.96,16,46.3,97.12,6,5,1,1,0,0,0
O01575,C01291,R0012,2025-03-17 09:00:00,1997.05,5,Completed,DL01575,D0474,3.06,35,75.4,93.75,9,0,0,0,1,0,1
O01576,C00799,R0041,2025-03-16 00:00:00,631.28,3,Completed,DL01576,D0014,7.75,30,79.3,84.44,0,6,1,0,1,0,0
O01577,C00395,R0063,2025-02-15 01:00:00,1221.01,3,Completed,DL01577,D0292,8.84,27,71.3,112.88,1,5,1,0,1,0,0
O01578,C01144,R0098,2025-02-17 21:00:00,635.92,5,Completed,DL01578,D0255,3.75,26,59.8,76.42,21,0,0,1,0,0,1
O01579,C00246,R0025,2025-02-05 00:00:00,312.93,4,Completed,DL01579,D0318,10.17,30,95.4,32.75,0,2,0,0,0,1,0
O01580,C00568,R0081,2025-03-29 11:00:00,1178.41,5,Completed,DL01580,D0256,8.74,15,71.4,34.32,11,5,1,1,0,0,1
O01581,C00038,R0053,2025-02-12 03:00:00,771.36,5,Completed,DL01581,D0332,12.79,28,99.3,40.37,3,2,0,0,0,0,0
O01582,C00245,R0033,2025-02-03 21:00:00,1208.12,2,Completed,DL01582,D0015,13.69,11,75.7,90.56,21,0,0,0,0,0,0
O01583,C00021,R0087,2025-01-12 08:00:00,1161.49,6,Cancelled,DL01583,D0305,10.72,28,86.1,40.09,8,6,1,0,0,0,0
O01584,C01134,R0073,2025-03-13 12:00:00,1130.29,5,Completed,DL01584,D0336,9.82,31,119.7,77.37,12,3,0,0,0,0,1
O01585,C01630,R0006,2025-03-31 00:00:00,334.27,2,Cancelled,DL01585,D0399,9.48,25,68.0,8.25,0,0,0,1,0,0,0
O01586,C00394,R0062,2025-01-01 04:00:00,936.34,6,Completed,DL01586,D0456,3.34,34,65.2,126.28,4,2,0,0,1,0,0
O01587,C01434,R0066,2025-01-15 20:00:00,1642.81,5,Completed,DL01587,D0172,13.37,20,91.6,42.08,20,2,0,0,0,1,0
O01588,C00987,R0009,2025-02-26 22:00:00,698.77,3,Completed,DL01588,D0498,6.04,21,57.2,63.79,22,2,0,1,0,1,0
O01589,C01672,R0067,2025-01-09 11:00:00,943.28,3,Completed,DL01589,D0334,10.68,37,98.9,103.43,11,3,0,0,1,0,1
O01590,C01767,R0016,2025-03-08 12:00:00,1038.28,6,Completed,DL01590,D0130,7.17,11,71.3,60.29,12,5,1,0,1,0,1
O01591,C00008,R0089,2025-01-21 16:00:00,1739.19,4,Completed,DL01591,D0375,13.64,21,90.8,35.27,16,1,0,0,1,1,0
O01592,C01468,R0088,2025-01-30 05:00:00,1345.64,6,Completed,DL01592,D0460,6.71,34,88.1,123.82,5,3,0,0,0,0,0
O01593,C00328,R0093,2025-02-04 20:00:00,290.38,5,Completed,DL01593,D0063,8.84,11,68.9,23.36,20,1,0,0,1,0,0
O01594,C01911,R0055,2025-01-03 14:00:00,1743.82,1,Completed,DL01594,D0280,3.62,42,64.8,77.25,14,4,0,1,0,0,0
O01595,C00290,R0040,2025-03-07 19:00:00,1680.93,5,Completed,DL01595,D0256,8.76,22,65.4,53.75,19,4,0,0,1,0,0
O01596,C01787,R0026,2025-01-10 22:00:00,1531.93,6,Completed,DL01596,D0002,3.84,33,56.5,189.51,22,4,0,0,1,0,0
O01597,C00511,R0038,2025-01-23 11:00:00,985.51,1,Completed,DL01597,D0082,12.12,29,94.0,44.7,11,3,0,0,1,0,0
O01598,C00912,R0035,2025-01-09 05:00:00,1539.34,6,Completed,DL01598,D0388,6.14,29,75.9,115.83,5,3,0,0,0,0,0
O01599,C00361,R0087,2025-02-02 12:00:00,1009.61,5,Completed,DL01599,D0092,6.94,21,76.7,123.6,12,6,1,0,1,0,1
O01600,C01933,R0068,2025-01-02 05:00:00,1499.58,2,Completed,DL01600,D0217,9.96,17,73.1,208.45,5,3,0,0,1,0,1
O01601,C01623,R0059,2025-02-21 08:00:00,1772.21,3,Completed,DL01601,D0361,2.2,42,71.7,127.25,8,4,0,0,1,1,0
O01602,C00716,R0014,2025-02-15 06:00:00,1792.03,1,Cancelled,DL01602,D0424,5.41,40,83.7,144.37,6,5,1,0,0,0,0
O01603,C00219,R0047,2025-02-15 00:00:00,963.7,1,Completed,DL01603,D0007,14.07,38,124.2,108.3,0,5,1,0,1,0,1
O01604,C00406,R0071,2025-03-19 07:00:00,1732.75,5,Completed,DL01604,D0493,13.07,27,76.0,69.15,7,2,0,1,0,0,0
O01605,C00753,R0072,2025-03-08 14:00:00,292.77,3,Completed,DL01605,D0460,4.24,29,72.0,37.82,14,5,1,0,0,0,0
O01606,C00923,R0042,2025-03-09 20:00:00,293.46,4,Completed,DL01606,D0061,8.18,17,74.5,16.25,20,6,1,0,1,0,1
O01607,C00832,R0051,2025-02-12 09:00:00,1141.71,1,Completed,DL01607,D0428,9.17,33,76.0,84.61,9,2,0,1,0,0,0
O01608,C01794,R0019,2025-02-14 13:00:00,1338.5,3,Completed,DL01608,D0109,5.22,10,40.5,190.06,13,4,0,1,0,0,1
O01609,C01645,R0066,2025-03-30 12:00:00,390.69,3,Cancelled,DL01609,D0467,5.87,12,37.9,57.09,12,6,1,1,0,0,0
O01610,C01792,R0047,2025-02-19 16:00:00,997.14,1,Cancelled,DL01610,D0452,14.69,20,109.6,76.13,16,2,0,0,0,0,1
O01611,C00794,R0065,2025-02-03 21:00:00,279.29,2,Completed,DL01611,D0130,2.94,12,34.2,15.35,21,0,0,1,0,0,0
O01612,C01244,R0042,2025-02-18 00:00:00,1243.99,6,Completed,DL01612,D0472,13.76,30,101.6,47.05,0,1,0,0,0,0,0
O01613,C00595,R0038,2025-03-14 08:00:00,1724.68,2,Completed,DL01613,D0045,5.96,14,61.0,69.37,8,4,0,0,1,1,0
O01614,C00107,R0013,2025-03-20 11:00:00,1501.51,5,Completed,DL01614,D0395,4.35,10,32.3,129.62,11,3,0,1,0,0,0
O01615,C00581,R0044,2025-01-12 03:00:00,818.75,6,Completed,DL01615,D0472,4.65,23,57.4,89.37,3,6,1,0,1,0,0
O01616,C00609,R0024,2025-03-15 21:00:00,1988.21,6,Completed,DL01616,D0251,4.97,13,39.5,133.55,21,5,1,1,0,0,0
O01617,C01748,R0096,2025-01-25 08:00:00,1359.58,5,Completed,DL01617,D0423,5.02,28,80.8,69.44,8,5,1,0,0,0,0
O01618,C01310,R0030,2025-03-20 18:00:00,1648.97,3,Completed,DL01618,D0201,4.56,29,78.2,33.65,18,3,0,0,1,0,1
O01619,C01773,R0070,2025-02-19 08:00:00,1372.43,1,Cancelled,DL01619,D0123,12.79,16,77.0,79.27,8,2,0,0,1,0,0
O01620,C00008,R0038,2025-02-15 01:00:00,1979.89,2,Completed,DL01620,D0007,4.75,18,68.5,201.7,1,5,1,0,0,0,0
O01621,C00806,R0097,2025-01-16 23:00:00,1660.58,3,Completed,DL01621,D0029,13.07,43,121.1,193.18,23,3,0,0,1,0,1
O01622,C00189,R0023,2025-01-18 21:00:00,1086.9,2,Completed,DL01622,D0483,14.57,22,83.5,136.86,21,5,1,0,1,0,0
O01623,C00081,R0074,2025-02-13 17:00:00,797.07,1,Completed,DL01623,D0320,4.9,13,53.3,70.05,17,3,0,0,0,0,0
O01624,C00108,R0057,2025-03-18 09:00:00,1396.09,2,Completed,DL01624,D0152,8.91,28,76.1,195.32,9,1,0,0,1,0,0
O01625,C01345,R0079,2025-02-03 05:00:00,1221.42,4,Completed,DL01625,D0323,7.39,26,81.6,149.75,5,0,0,0,1,1,0
O01626,C01603,R0023,2025-01-16 11:00:00,1295.77,5,Completed,DL01626,D0257,12.85,34,104.5,158.39,11,3,0,0,1,1,0
O01627,C00686,R0036,2025-02-14 03:00:00,751.72,6,Completed,DL01627,D0097,5.32,23,40.3,16.73,3,4,0,1,0,0,0
O01628,C00346,R0057,2025-03-17 13:00:00,914.58,2,Completed,DL01628,D0372,11.71,14,82.4,24.1,13,0,0,1,0,0,1
O01629,C01887,R0001,2025-03-19 00:00:00,1160.38,1,Completed,DL01629,D0430,7.66,16,67.1,138.66,0,2,0,0,1,1,0
O01630,C00328,R0072,2025-02-23 18:00:00,1694.64,1,Completed,DL01630,D0226,9.83,23,61.0,100.75,18,6,1,1,0,1,0
O01631,C00555,R0003,2025-01-03 18:00:00,1549.53,4,Completed,DL01631,D0299,9.07,42,88.2,87.9,18,4,0,1,0,0,1
O01632,C01723,R0014,2025-02-12 06:00:00,325.45,1,Completed,DL01632,D0394,1.87,21,34.8,19.02,6,2,0,1,0,0,0
O01633,C00302,R0081,2025-03-06 17:00:00,566.55,4,Completed,DL01633,D0079,9.24,13,62.1,66.71,17,3,0,0,1,1,0
O01634,C00200,R0034,2025-02-28 00:00:00,150.65,3,Completed,DL01634,D0075,12.58,15,97.9,16.29,0,4,0,0,1,0,1
O01635,C00893,R0070,2025-03-12 21:00:00,115.13,2,Completed,DL01635,D0488,5.04,10,60.9,3.04,21,2,0,0,0,0,0
O01636,C01443,R0069,2025-01-25 02:00:00,526.31,1,Completed,DL01636,D0384,6.64,29,75.4,64.67,2,5,1,0,1,1,0
O01637,C01063,R0051,2025-03-08 21:00:00,1618.71,5,Completed,DL01637,D0417,3.87,35,87.9,124.48,21,5,1,0,1,0,1
O01638,C01756,R0029,2025-02-21 02:00:00,1819.02,2,Completed,DL01638,D0445,3.94,32,70.9,211.46,2,4,0,1,0,1,0
O01639,C00307,R0099,2025-03-23 14:00:00,844.36,4,Completed,DL01639,D0480,5.3,21,66.3,120.79,14,6,1,0,0,0,0
O01640,C01028,R0082,2025-03-24 10:00:00,1170.08,2,Completed,DL01640,D0038,11.55,22,70.9,120.23,10,0,0,0,1,0,0
O01641,C01657,R0048,2025-01-18 01:00:00,1441.5,2,Completed,DL01641,D0148,7.74,27,92.4,156.72,1,5,1,0,0,1,0
O01642,C01872,R0094,2025-03-13 07:00:00,1910.58,1,Completed,DL01642,D0352,10.68,40,111.5,122.56,7,3,0,0,0,1,0
O01643,C01101,R0079,2025-02-04 23:00:00,1834.57,5,Completed,DL01643,D0456,14.1,37,105.5,185.05,23,1,0,0,1,1,0
O01644,C00468,R0079,2025-01-08 20:00:00,208.67,3,Completed,DL01644,D0243,11.23,14,65.0,23.61,20,2,0,0,1,0,0
O01645,C00179,R0016,2025-01-12 12:00:00,571.52,5,Completed,DL01645,D0309,6.22,29,80.5,30.81,12,6,1,0,0,0,0
O01646,C00645,R0057,2025-03-15 08:00:00,193.37,6,Cancelled,DL01646,D0055,8.15,29,73.0,12.19,8,5,1,0,1,1,0
O01647,C01847,R0097,2025-03-22 19:00:00,1271.43,4,Completed,DL01647,D0017,4.9,43,86.0,40.26,19,5,1,0,1,1,0
O01648,C01765,R0010,2025-03-24 09:00:00,1449.94,6,Completed,DL01648,D0430,1.92,23,45.8,173.42,9,0,0,0,1,1,0
O01649,C00276,R0019,2025-02-11 14:00:00,685.74,5,Completed,DL01649,D0100,10.32,24,84.7,69.69,14,1,0,0,1,0,1
O01650,C01176,R0067,2025-01-31 01:00:00,1722.32,5,Completed,DL01650,D0386,10.27,39,84.1,120.41,1,4,0,1,0,0,0
O01651,C01188,R0036,2025-02-20 14:00:00,960.34,4,Completed,DL01651,D0496,12.99,27,85.6,85.77,14,3,0,0,0,0,0
O01652,C01314,R0004,2025-03-12 13:00:00,1996.92,5,Completed,DL01652,D0500,3.24,43,85.7,215.78,13,2,0,0,0,0,0
O01653,C01402,R0075,2025-03-13 03:00:00,100.76,3,Completed,DL01653,D0098,13.38,35,122.4,4.42,3,3,0,0,0,0,1
O01654,C00621,R0033,2025-02-14 04:00:00,308.03,2,Completed,DL01654,D0139,12.12,28,93.4,33.28,4,4,0,0,1,0,1
O01655,C00638,R0028,2025-03-30 10:00:00,673.41,3,Completed,DL01655,D0078,2.5,13,42.9,68.49,10,6,1,0,1,0,0
O01656,C01776,R0096,2025-01-30 20:00:00,148.46,6,Cancelled,DL01656,D0466,14.75,36,103.7,15.47,20,3,0,0,1,1,0
O01657,C01334,R0080,2025-01-20 02:00:00,1586.44,2,Completed,DL01657,D0266,1.55,12,29.0,98.78,2,0,0,1,0,1,0
O01658,C00930,R0009,2025-03-12 21:00:00,200.27,2,Completed,DL01658,D0279,12.13,21,65.9,7.93,21,2,0,1,0,0,0
O01659,C01937,R0075,2025-01-27 02:00:00,1523.06,5,Completed,DL01659,D0344,7.0,11,55.7,107.91,2,0,0,0,0,0,0
O01660,C01413,R0006,2025-01-09 14:00:00,199.88,2,Completed,DL01660,D0044,13.12,43,116.6,6.44,14,3,0,0,0,0,0
O01661,C01881,R0049,2025-02-26 12:00:00,580.18,4,Completed,DL01661,D0203,11.2,40,81.4,23.93,12,2,0,1,0,0,0
O01662,C01682,R0091,2025-01-29 00:00:00,1698.43,3,Cancelled,DL01662,D0247,1.85,14,26.7,156.27,0,2,0,1,0,1,0
O01663,C01788,R0076,2025-03-24 09:00:00,1907.08,2,Completed,DL01663,D0361,4.36,29,73.1,267.57,9,0,0,0,0,0,0
O01664,C00183,R0022,2025-03-22 19:00:00,887.6,5,Completed,DL01664,D0440,14.33,20,93.8,43.46,19,5,1,0,1,1,0
O01665,C01845,R0048,2025-01-12 08:00:00,1942.88,5,Completed,DL01665,D0412,3.06,40,67.4,174.39,8,6,1,0,0,0,0
O01666,C01330,R0021,2025-02-13 17:00:00,1291.07,5,Completed,DL01666,D0283,1.96,34,62.4,52.35,17,3,0,0,1,0,0
O01667,C00072,R0033,2025-03-20 05:00:00,890.09,1,Completed,DL01667,D0176,3.16,13,56.5,79.92,5,3,0,0,0,0,0
O01668,C01243,R0081,2025-01-04 18:00:00,1625.32,3,Completed,DL01668,D0456,11.08,30,79.3,191.93,18,5,1,0,1,0,0
O01669,C00719,R0056,2025-01-20 19:00:00,661.12,5,Completed,DL01669,D0374,1.55,10,31.0,83.08,19,0,0,0,1,0,0
O01670,C01197,R0029,2025-03-27 06:00:00,605.01,4,Completed,DL01670,D0037,7.06,37,73.6,67.13,6,3,0,1,0,0,0
O01671,C01677,R0053,2025-01-31 05:00:00,1347.44,5,Completed,DL01671,D0064,2.28,10,39.5,62.41,5,4,0,1,0,0,1
O01672,C01296,R0040,2025-02-20 11:00:00,841.93,1,Completed,DL01672,D0303,10.62,25,106.7,66.06,11,3,0,0,0,0,1
O01673,C00726,R0074,2025-01-23 05:00:00,358.24,3,Completed,DL01673,D0495,4.54,11,43.8,45.22,5,3,0,1,0,0,1
O01674,C01492,R0018,2025-01-04 12:00:00,227.23,2,Completed,DL01674,D0305,10.59,11,47.3,26.27,12,5,1,1,0,0,0
O01675,C00269,R0047,2025-02-05 00:00:00,1596.9,3,Completed,DL01675,D0322,3.45,26,57.3,198.62,0,2,0,1,0,1,0
O01676,C01044,R0013,2025-01-04 04:00:00,1384.23,2,Completed,DL01676,D0045,6.55,31,58.9,44.79,4,5,1,1,0,0,0
O01677,C00578,R0027,2025-02-20 00:00:00,882.42,2,Completed,DL01677,D0058,13.96,25,90.4,101.12,0,3,0,0,1,0,0
O01678,C00995,R0062,2025-03-24 22:00:00,1802.83,5,Completed,DL01678,D0363,6.38,22,79.1,139.9,22,0,0,0,0,0,1
O01679,C00815,R0074,2025-01-17 21:00:00,880.63,6,Completed,DL01679,D0065,2.6,16,41.7,58.47,21,4,0,1,0,1,0
O01680,C01527,R0096,2025-03-30 17:00:00,1449.56,4,Completed,DL01680,D0382,6.18,26,72.1,59.46,17,6,1,0,0,0,0
O01681,C00147,R0045,2025-01-01 20:00:00,1827.32,4,Completed,DL01681,D0489,7.36,30,65.6,93.1,20,2,0,1,0,1,0
O01682,C01453,R0003,2025-01-17 13:00:00,1697.36,6,Completed,DL01682,D0324,7.42,40,84.6,166.38,13,4,0,0,0,0,0
O01683,C01189,R0022,2025-03-17 00:00:00,1071.1,5,Completed,DL01683,D0240,10.93,24,81.2,119.19,0,0,0,0,1,0,0
O01684,C00890,R0027,2025-03-17 08:00:00,1393.21,1,Completed,DL01684,D0112,2.75,32,70.8,126.51,8,0,0,0,0,1,0
O01685,C00310,R0055,2025-02-07 05:00:00,885.96,2,Completed,DL01685,D0259,7.46,35,63.4,128.88,5,4,0,1,0,0,0
O01686,C00518,R0067,2025-03-23 00:00:00,1329.67,6,Completed,DL01686,D0090,4.56,39,89.4,58.91,0,6,1,0,0,1,0
O01687,C00014,R0033,2025-01-19 05:00:00,589.35,4,Completed,DL01687,D0242,7.22,20,54.0,55.8,5,6,1,1,0,0,0
O01688,C00132,R0002,2025-02-23 23:00:00,926.01,3,Completed,DL01688,D0327,3.42,35,62.3,107.94,23,6,1,1,0,0,0
O01689,C01878,R0075,2025-02-24 07:00:00,498.14,1,Completed,DL01689,D0342,4.3,15,65.3,25.53,7,0,0,0,1,0,1
O01690,C00755,R0046,2025-01-10 06:00:00,172.55,5,Cancelled,DL01690,D0266,8.74,12,46.4,4.42,6,4,0,1,0,0,0
O01691,C00439,R0074,2025-03-09 02:00:00,1218.23,1,Completed,DL01691,D0266,5.22,34,74.9,62.15,2,6,1,0,0,1,0
O01692,C00743,R0033,2025-03-23 16:00:00,1742.42,4,Completed,DL01692,D0295,3.23,24,45.8,36.41,16,6,1,0,1,0,0
O01693,C00740,R0058,2025-01-22 04:00:00,148.6,6,Completed,DL01693,D0065,9.67,30,78.0,11.82,4,2,0,0,1,0,0
O01694,C01698,R0007,2025-02-14 09:00:00,472.46,5,Completed,DL01694,D0369,12.71,15,63.5,12.14,9,4,0,1,0,0,0
O01695,C00795,R0015,2025-02-19 23:00:00,974.35,4,Completed,DL01695,D0314,12.5,32,81.9,114.67,23,2,0,1,0,0,0
O01696,C00263,R0026,2025-02-22 20:00:00,1365.2,2,Completed,DL01696,D0244,12.68,21,88.6,187.13,20,5,1,0,1,0,0
O01697,C00643,R0011,2025-02-23 04:00:00,425.34,1,Completed,DL01697,D0293,1.24,36,68.3,26.25,4,6,1,0,0,0,0
